Profile_mean,Profile_stdev,Profile_skewness,Profile_kurtosis,DM_mean,DM_stdev,DM_skewness,DM_kurtosis,Classify
0.000226324,0.00063519,3.303538965045559,10.396079278168052,138.87953869047618,108.69956648808636,0.6843431795624979,-0.635422331,1
0.000113771,0.000381498,3.506735864,12.21971565630113,121.67981069958847,89.72700854040693,0.6042188659042333,-0.736893887,1
7.803480392156863e-05,0.000162295,1.5294289735552535,2.599830159571418,160.96285714285716,114.02097267996075,0.4761362622620107,-0.93414949,1
0.000229463,0.001019692,5.695400454389064,34.439784677366454,139.4547809948033,109.25898597932883,0.6860253845089876,-0.633632447,1
6.926488970588235e-05,0.000175556,1.7861861028343478,5.3897989661819885,205.19574568288854,71.88900969021535,0.3562562538081134,-0.978209738,1
0.000108789,0.000145347,0.13177145954585287,-0.874024546,159.7385344827586,105.85718803680342,0.5487967232656328,-0.485620739,1
0.000263638,0.000823911,5.397226747690057,33.08965578891025,139.4547809948033,109.25898597932883,0.6860253845089876,-0.633632447,1
0.000104225,0.000201513,2.759952126818759,11.134802161223993,158.28383259911894,21.326237543883458,0.3465094279977166,-0.619934224,1
7.04546568627451e-05,0.000152488,0.9724751158071886,1.5472829509044876,379.8164285714286,11.93410037,0.007648956,-1.368766093,1
6.072598039215685e-05,0.000142971,2.010421813,6.878409966265584,238.6491666666667,49.80283182349061,1.320553711073423,-0.331478994,1
0.000230709,0.000339502,2.605876381757825,10.54816151285506,154.756,45.18973047,0.2832172176247025,-1.103009506,1
6.683952205882354e-05,0.000249104,3.4941807362364514,14.917333560022865,228.06349112426037,83.52548068293298,0.35414549260805117,-1.011157006,1
8.09529411764706e-05,0.000165516,1.3700883437832025,3.3617485662787443,120.2175,35.476527752936406,0.11163508773908314,-1.005120767,1
5.613149509803921e-05,0.000167027,2.3890622288794376,7.937486079,397.885,1.4350000000000023,0,-2,1
5.198750000000002e-05,0.000222278,3.099384219148745,13.734367076533431,45.43551440329218,22.369070542077942,0.2235614459174895,-0.961717831,1
0.00014117,0.000222056,2.1923776282136935,6.464889016602346,158.51144295302012,26.900299646514146,0.1880114035516564,-1.116400047,1
0.000380848,0.000770254,2.0608480896046517,2.9789563802938313,45.47168724279836,56.562668631792114,3.719178049738174,16.065215454717002,1
7.544344362745098e-05,0.000233792,3.0048984712239046,10.538577089715853,248.13138121546962,50.34548443569313,0.3280775266728991,-0.740270088,1
4.528676470588235e-05,0.000143992,2.4162049004250385,9.994449982976267,263.23521739130433,68.33002706618653,-3.169040808,8.984821409578979,1
0.000256363,0.000816689,4.9569120122908386,25.28863394662229,280.5840865384615,61.60465441,0.24630350542116397,-1.131191322,1
9.724613970588236e-05,0.000173985,1.105671076441893,0.3783062370597685,101.54407079646018,30.245440631669386,5.334032671056236,45.216898152992805,1
0.000116419,0.000334826,4.121358231024358,19.07934521860198,116.91520065520065,87.63301358228749,0.5993978205486955,-0.750619768,1
7.538939950980391e-05,0.000313547,4.367467288133937,21.32987893884133,114.20730633802818,41.319628153422954,0.47735530888045435,-0.517867073,1
0.000184624,0.000705244,5.086817641490627,26.84229620383234,107.03541846419327,78.49757272711275,0.5539424030052265,-0.810326867,1
0.000101563,0.000299726,3.2049452974392714,11.010958443422206,299.3491616766467,54.96162450981859,-0.205012775,0.7360885562324015,1
0.00022085,0.000713668,4.337920045794178,19.748885762639745,139.4547809948033,109.25898597932883,0.6860253845089876,-0.633632447,1
4.548026960784311e-05,0.000181564,2.973025891340692,12.295075856366811,152.7103896103896,18.62427639605832,0.27893071,8.125703865974794,1
8.654656862745099e-05,0.000268337,3.875860606901289,17.09257914844798,139.4547809948033,109.25898597932883,0.6860253845089876,-0.633632447,1
5.3402573529411776e-05,0.000152588,2.720971148236203,11.626152356350183,92.44735714285714,8.995149296840436,0.042742594526988205,-0.937300335,1
8.333749999999999e-05,0.0001554,0.9372287764189351,1.2038154475654306,215.54857142857145,12.592837074235153,-2.528143402,8.739320492911682,1
0.000238168,0.000764355,5.322424669280791,29.46457457914181,139.4547809948033,109.25898597932883,0.6860253845089876,-0.633632447,1
5.331225490196079e-05,0.000182911,3.0654369564771997,12.708994975839225,75.86679487179485,16.00333358650626,7.007232462641396,54.94101582459737,1
0.000111793,0.000272946,2.474326643080091,6.195843483,94.77383753501401,68.23346021923514,0.5539260277391497,-0.713307329,1
0.00012672,0.000544188,5.377723036540275,30.251570190393856,103.65734950584007,80.67647386724539,0.9423592461332112,0.42596213427851604,1
7.675000000000002e-05,0.000217611,2.468366473227247,7.025463526243351,179.22524253731345,57.85492408590604,0.5957823218390935,-0.495657041,1
5.256341911764703e-05,0.000146868,1.5799808055780693,3.2412671006875957,118.67934782608695,124.00561243263171,0.8373260227999928,-0.613007717,1
5.9975428921568626e-05,0.000239539,2.611598043135344,10.457629027597578,47.462987804878054,20.566826672233734,0.8124556266607187,8.697042583651333,1
7.093939950980395e-05,0.000255378,4.386001435142788,22.61787738,330.41060465116277,42.74395530888959,-1.599786177,10.944126605817132,1
4.576341911764708e-05,0.00015289,1.525965517,5.138552174736983,302.56,0,nan,nan,1
8.270808823529415e-05,0.000303443,4.575713524437135,22.66210098249987,104.84391608391607,76.63004909188776,0.5536703494266636,-0.792451366,1
0.000129802,0.000414431,3.981158137302758,16.499172245971838,230.95506787330316,81.81991731073776,0.381886594,-1.032242106,1
0.000120063,0.000371995,4.7722748100577475,24.946251622605136,88.68230320699708,62.38922626524625,0.47456653255471737,-0.879914362,1
0.000142638,0.000634436,5.395413513,31.293492197515164,139.4547809948033,109.25898597932883,0.6860253845089876,-0.633632447,1
0.000133422,0.000428552,4.026154160124458,16.248863984890182,133.8699212598425,100.10857950753983,0.6415616760735845,-0.696120683,1
0.002170055,0.002973191,1.0016367905174033,-0.491350727,139.4547809948033,109.25898597932883,0.6860253845089876,-0.633632447,1
0.000181572,0.000470689,3.267815075113944,10.80215181189377,139.4547809948033,109.25898597932883,0.6860253845089876,-0.633632447,1
0.000261619,0.000705263,4.446771778528328,21.05920298307498,208.86905778894476,89.55648962757387,0.45341571350599835,-0.965854097,1
0.000166677,0.000423647,4.739154498437126,26.521645075307777,139.4547809948033,109.25898597932883,0.6860253845089876,-0.633632447,1
